Function name	Segment	Start	Length	Locals	Arguments	R	F	L	S	B	T	=
strtoul	LOAD	FFFFFFFF82539E50	0000015B	00000020	00000000	R	.	.	.	.	.	.
strtouq	LOAD	FFFFFFFF82539FB0	0000015B	00000020	00000000	R	.	.	.	.	.	.
strvalid	LOAD	FFFFFFFF8253A110	00000027	00000000	00000000	R	.	.	.	.	.	.
bpf_bufheld	LOAD	FFFFFFFF8253A140	0000000F	00000000	00000000	R	.	.	.	.	.	.
bpf_tap	LOAD	FFFFFFFF8253A150	000001CD	00000078	00000000	R	.	.	.	B	.	.
catchpacket	LOAD	FFFFFFFF8253A320	0000052C	000000C8	00000000	R	.	.	.	B	.	.
bpf_append_bytes	LOAD	FFFFFFFF8253A850	00000035	00000008	00000000	R	.	.	.	B	.	.
bpf_mtap	LOAD	FFFFFFFF8253A890	0000028D	00000078	00000000	R	.	.	.	B	.	.
bpf_append_mbuf	LOAD	FFFFFFFF8253AB20	00000035	00000008	00000000	R	.	.	.	B	.	.
bpf_mtap2	LOAD	FFFFFFFF8253AB60	000002E1	00000178	00000000	R	.	.	.	B	.	.
bpfattach	LOAD	FFFFFFFF8253AE50	00000009			R	.	.	.	.	.	.
bpfattach2	LOAD	FFFFFFFF8253AE60	00000135	00000030	00000000	R	.	.	.	B	.	.
bpfdetach	LOAD	FFFFFFFF8253AFA0	00000226	00000030	00000000	R	.	.	.	B	.	.
bpf_detachd	LOAD	FFFFFFFF8253B1D0	00000238	00000048	00000000	R	.	.	.	B	.	.
bpf_drvinit	LOAD	FFFFFFFF8253B410	0000005A	00000008	00000000	R	.	.	.	B	.	.
bpfopen	LOAD	FFFFFFFF8253B470	000000E9	00000028	00000000	R	.	.	.	B	.	.
bpfread	LOAD	FFFFFFFF8253B560	00000395	00000048	00000000	R	.	.	.	B	.	.
bpfwrite	LOAD	FFFFFFFF8253B900	000004B8	00000088	00000000	R	.	.	.	B	.	.
bpfioctl	LOAD	FFFFFFFF8253BDC0	000011DC	00000068	00000000	R	.	.	.	B	.	.
bpfpoll	LOAD	FFFFFFFF8253CFA0	00000185	00000048	00000000	R	.	.	.	B	.	.
bpfkqfilter	LOAD	FFFFFFFF8253D130	00000111	00000038	00000000	R	.	.	.	B	.	.
filt_bpfdetach	LOAD	FFFFFFFF8253D250	00000016			R	.	.	.	.	.	.
filt_bpfread	LOAD	FFFFFFFF8253D270	000000A6	00000020	00000000	R	.	.	.	B	.	.
bpf_timed_out	LOAD	FFFFFFFF8253D320	0000008E	00000010	00000000	R	.	.	.	B	.	.
reset_d	LOAD	FFFFFFFF8253D3B0	000000D0	00000010	00000000	R	.	.	.	B	.	.
bpf_attachd	LOAD	FFFFFFFF8253D480	00000181	00000030	00000000	R	.	.	.	B	.	.
bpf_dtor	LOAD	FFFFFFFF8253D610	00000198	00000020	00000000	R	.	.	.	B	.	.
bpf_stats_sysctl	LOAD	FFFFFFFF8253D7B0	000005D2	00000108	00000000	R	.	.	.	B	.	.
bpf_buffer_alloc	LOAD	FFFFFFFF8253DD90	00000052	00000010	00000000	R	.	.	.	B	.	.
bpf_buffer_append_bytes	LOAD	FFFFFFFF8253DDF0	00000013			R	.	.	.	.	.	.
bpf_buffer_append_mbuf	LOAD	FFFFFFFF8253DE10	00000063	00000028	00000000	R	.	.	.	B	.	.
bpf_buffer_free	LOAD	FFFFFFFF8253DE80	00000055	00000010	00000000	R	.	.	.	B	.	.
bpf_buffer_init	LOAD	FFFFFFFF8253DEE0	0000000B	00000000	00000000	R	.	.	.	.	.	.
bpf_buffer_ioctl_sblen	LOAD	FFFFFFFF8253DEF0	000000CF	00000028	00000000	R	.	.	.	B	.	.
bpf_buffer_uiomove	LOAD	FFFFFFFF8253DFC0	0000000D			R	.	.	.	.	.	.
bpf_filter	LOAD	FFFFFFFF8253DFD0	0000075D	00000088	00000000	R	.	.	.	B	.	.
m_xword	LOAD	FFFFFFFF8253E730	000000E1	00000000	00000000	R	.	.	.	.	.	.
bpf_validate	LOAD	FFFFFFFF8253E820	000000F5	00000000	00000000	R	.	.	.	.	.	.
bpf_zerocopy_append_bytes	LOAD	FFFFFFFF8253E920	000000A2	00000038	00000000	R	.	.	.	B	.	.
bpf_zerocopy_append_mbuf	LOAD	FFFFFFFF8253E9D0	000000DD	00000048	00000000	R	.	.	.	B	.	.
bpf_zerocopy_buffull	LOAD	FFFFFFFF8253EAB0	00000025	00000000	00000000	R	.	.	.	.	.	.
bpf_zerocopy_bufheld	LOAD	FFFFFFFF8253EAE0	00000025	00000000	00000000	R	.	.	.	.	.	.
bpf_zerocopy_buf_reclaimed	LOAD	FFFFFFFF8253EB10	00000009	00000000	00000000	R	.	.	.	.	.	.
bpf_zerocopy_canfreebuf	LOAD	FFFFFFFF8253EB20	0000001F	00000000	00000000	R	.	.	.	.	.	.
bpf_zerocopy_canwritebuf	LOAD	FFFFFFFF8253EB40	0000000E	00000000	00000000	R	.	.	.	.	.	.
bpf_zerocopy_free	LOAD	FFFFFFFF8253EB50	00000148	00000028	00000000	R	.	.	.	B	.	.
bpf_zerocopy_ioctl_getzmax	LOAD	FFFFFFFF8253ECA0	0000000A	00000000	00000000	R	.	.	.	.	.	.
bpf_zerocopy_ioctl_rotzbuf	LOAD	FFFFFFFF8253ECB0	000000D0	00000028	00000000	R	.	.	.	B	.	.
bpf_zerocopy_ioctl_setzbuf	LOAD	FFFFFFFF8253ED80	000002A2	00000048	00000000	R	.	.	.	B	.	.
zbuf_setup	LOAD	FFFFFFFF8253F030	000002A7	00000058	00000000	R	.	.	.	B	.	.
zbuf_page_free	LOAD	FFFFFFFF8253F2E0	000000CA	00000018	00000000	R	.	.	.	B	.	.
ifnet_byindex_locked	LOAD	FFFFFFFF8253F3B0	00000025	00000000	00000000	R	.	.	.	.	.	.
ifnet_byindex	LOAD	FFFFFFFF8253F3E0	00000058	00000018	00000000	R	.	.	.	B	.	.
ifnet_byindex_ref	LOAD	FFFFFFFF8253F440	0000007C	00000018	00000000	R	.	.	.	B	.	.
if_ref	LOAD	FFFFFFFF8253F4C0	00000006	00000000	00000000	R	.	.	.	.	.	.
ifaddr_byindex	LOAD	FFFFFFFF8253F4D0	0000005C	00000018	00000000	R	.	.	.	B	.	.
ifa_ref	LOAD	FFFFFFFF8253F530	00000009	00000000	00000000	R	.	.	.	.	.	.
if_alloc	LOAD	FFFFFFFF8253F540	000005BD	00000030	00000000	R	.	.	.	B	.	.
do_link_state_change	LOAD	FFFFFFFF8253FB00	0000022A	00000030	00000000	R	.	.	.	B	.	.
ifq_init	LOAD	FFFFFFFF8253FD30	0000005A	00000018	00000000	R	.	.	.	B	.	.
if_free_type	LOAD	FFFFFFFF8253FD90	00000156	00000018	00000000	R	.	.	.	B	.	.
if_free_internal	LOAD	FFFFFFFF8253FEF0	00000083	00000010	00000000	R	.	.	.	B	.	.
if_free	LOAD	FFFFFFFF8253FF80	00000007	00000000	00000000	R	.	.	.	.	.	.
if_rele	LOAD	FFFFFFFF8253FF90	00000015	00000000	00000000	R	.	.	.	.	.	.
ifq_delete	LOAD	FFFFFFFF8253FFB0	00000009			R	.	.	.	.	.	.
if_attach	LOAD	FFFFFFFF8253FFC0	00000452	00000038	00000000	R	.	.	.	B	.	.
if_purgeaddrs	LOAD	FFFFFFFF82540420	0000016B	00000078	00000000	R	.	.	.	B	.	.
ifa_free	LOAD	FFFFFFFF82540590	00000043	00000010	00000000	R	.	.	.	B	.	.
if_detach	LOAD	FFFFFFFF825405E0	000009FB	00000068	00000000	R	.	.	.	B	.	.
if_addgroup	LOAD	FFFFFFFF82540FE0	00000682	00000058	00000000	R	.	.	.	B	.	.
if_delgroup	LOAD	FFFFFFFF82541670	0000046E	00000038	00000000	R	.	.	.	B	.	.
if_addr_rlock	LOAD	FFFFFFFF82541AE0	00000032	00000000	00000000	R	.	.	.	.	.	.
if_addr_runlock	LOAD	FFFFFFFF82541B20	00000031	00000000	00000000	R	.	.	.	.	.	.
if_maddr_rlock	LOAD	FFFFFFFF82541B60	00000032	00000000	00000000	R	.	.	.	.	.	.
if_maddr_runlock	LOAD	FFFFFFFF82541BA0	00000031	00000000	00000000	R	.	.	.	.	.	.
ifa_init	LOAD	FFFFFFFF82541BE0	00000031	00000010	00000000	R	.	.	.	B	.	.
ifa_add_loopback_route	LOAD	FFFFFFFF82541C20	00000184	00000098	00000000	R	.	.	.	B	.	.
ifa_del_loopback_route	LOAD	FFFFFFFF82541DB0	000000DE	000000C8	00000000	R	.	.	.	B	.	.
ifa_ifwithaddr	LOAD	FFFFFFFF82541E90	0000000A			R	.	.	.	.	.	.
ifa_ifwithaddr_internal	LOAD	FFFFFFFF82541EA0	00000191	00000034	00000000	R	.	.	.	B	.	.
ifa_ifwithaddr_check	LOAD	FFFFFFFF82542040	00000016	00000008	00000000	R	.	.	.	B	.	.
ifa_ifwithbroadaddr	LOAD	FFFFFFFF82542060	00000157	00000030	00000000	R	.	.	.	B	.	.
ifa_ifwithdstaddr	LOAD	FFFFFFFF825421C0	00000157	00000030	00000000	R	.	.	.	B	.	.
ifa_ifwithnet	LOAD	FFFFFFFF82542320	00000320	00000058	00000000	R	.	.	.	B	.	.
ifa_ifwithladdr	LOAD	FFFFFFFF82542640	0000003C	00000010	00000000	R	.	.	.	B	.	.
ifaof_ifpforaddr	LOAD	FFFFFFFF82542680	000001D6	00000058	00000000	R	.	.	.	B	.	.
if_link_mode_change	LOAD	FFFFFFFF82542860	0000007D	00000010	00000000	R	.	.	.	B	.	.
if_link_state_change	LOAD	FFFFFFFF825428E0	00000001	00000000	00000000	R	.	.	.	.	.	.
if_down	LOAD	FFFFFFFF825428F0	00000075	00000018	00000000	R	.	.	.	B	.	.
if_up	LOAD	FFFFFFFF82542970	0000006E	00000018	00000000	R	.	.	.	B	.	.
if_qflush	LOAD	FFFFFFFF825429E0	0000017D	00000028	00000000	R	.	.	.	B	.	.
ifunit_ref	LOAD	FFFFFFFF82542B60	0000007C	00000018	00000000	R	.	.	.	B	.	.
ifunit	LOAD	FFFFFFFF82542BE0	0000006D	00000018	00000000	R	.	.	.	B	.	.
ifioctl	LOAD	FFFFFFFF82542C50	00001A2C	000000D8	00000000	R	.	.	.	B	.	.
ifpromisc	LOAD	FFFFFFFF82544680	00000088	00000020	00000000	R	.	.	.	B	.	.
if_setflag	LOAD	FFFFFFFF82544710	000000DB	00000058	00000000	R	.	.	.	B	.	.
if_allmulti	LOAD	FFFFFFFF825447F0	000000CF	00000048	00000000	R	.	.	.	B	.	.
if_findmulti	LOAD	FFFFFFFF825448C0	0000007D	00000020	00000000	R	.	.	.	B	.	.
if_addmulti	LOAD	FFFFFFFF82544940	00000298	00000048	00000000	R	.	.	.	B	.	.
if_allocmulti	LOAD	FFFFFFFF82544BE0	000000FB	00000038	00000000	R	.	.	.	B	.	.
if_delmulti	LOAD	FFFFFFFF82544CE0	000000E0	00000030	00000000	R	.	.	.	B	.	.
if_delmulti_locked	LOAD	FFFFFFFF82544DC0	00000128	00000028	00000000	R	.	.	.	B	.	.
if_delallmulti	LOAD	FFFFFFFF82544EF0	000000AA	00000028	00000000	R	.	.	.	B	.	.
if_delmulti_ifma	LOAD	FFFFFFFF82544FA0	000000CF	00000020	00000000	R	.	.	.	B	.	.
if_setlladdr	LOAD	FFFFFFFF82545070	000002E4	00000068	00000000	R	.	.	.	B	.	.
if_initname	LOAD	FFFFFFFF82545360	00000038	00000000	00000000	R	.	.	.	.	.	.
if_printf	LOAD	FFFFFFFF825453A0	00000086	00000068	00000001	R	.	.	.	B	.	.
if_start	LOAD	FFFFFFFF82545430	00000006			R	.	.	.	.	.	.
if_handoff	LOAD	FFFFFFFF82545440	00000130	00000034	00000000	R	.	.	.	B	.	.
if_register_com_alloc	LOAD	FFFFFFFF82545570	00000011	00000000	00000000	R	.	.	.	.	.	.
if_deregister_com_alloc	LOAD	FFFFFFFF82545590	00000019	00000000	00000000	R	.	.	.	.	.	.
if_rtdel	LOAD	FFFFFFFF825455B0	00000065	00000018	00000000	R	.	.	.	B	.	.
if_attachdomain	LOAD	FFFFFFFF82545620	00000028	00000010	00000000	R	.	.	.	B	.	.
if_attachdomain1	LOAD	FFFFFFFF82545650	00000145	00000020	00000000	R	.	.	.	B	.	.
if_transmit	LOAD	FFFFFFFF825457A0	00000005			R	.	.	.	.	.	.
link_rtrequest	LOAD	FFFFFFFF825457B0	000000AD	00000028	00000000	R	.	.	.	B	.	.
if_grow	LOAD	FFFFFFFF82545860	00000170	00000020	00000000	R	.	.	.	B	.	.
if_init	LOAD	FFFFFFFF825459D0	0000003A	00000008	00000000	R	.	.	.	B	.	.
vnet_if_init	LOAD	FFFFFFFF82545A10	00000112	00000010	00000000	R	.	.	.	B	.	.
vnet_if_clone_init	LOAD	FFFFFFFF82545B30	0000000D	00000000	00000000	R	.	.	.	.	.	.
if_clone_init	LOAD	FFFFFFFF82545B40	00000017			R	.	.	.	.	.	.
if_clone_create	LOAD	FFFFFFFF82545B60	000000E3	00000038	00000000	R	.	.	.	B	.	.
if_clone_createif	LOAD	FFFFFFFF82545C50	00000120	00000030	00000000	R	.	.	.	B	.	.
if_clone_destroy	LOAD	FFFFFFFF82545D70	000000E0	00000028	00000000	R	.	.	.	B	.	.
if_clone_destroyif	LOAD	FFFFFFFF82545E50	000001AE	00000048	00000000	R	.	.	.	B	.	.
if_clone_attach	LOAD	FFFFFFFF82546000	00000247	00000030	00000000	R	.	.	.	B	.	.
if_clone_detach	LOAD	FFFFFFFF82546250	0000015D	00000028	00000000	R	.	.	.	B	.	.
ifc_simple_attach	LOAD	FFFFFFFF825463B0	00000087	00000048	00000000	R	.	.	.	B	.	.
if_clone_list	LOAD	FFFFFFFF82546440	000001F1	00000058	00000000	R	.	.	.	B	.	.
ifc_name2unit	LOAD	FFFFFFFF82546640	00000081	00000000	00000000	R	.	.	.	.	.	.
ifc_alloc_unit	LOAD	FFFFFFFF825466D0	00000138	00000030	00000000	R	.	.	.	B	.	.
ifc_free_unit	LOAD	FFFFFFFF82546810	000000F7	00000030	00000000	R	.	.	.	B	.	.
ifc_simple_match	LOAD	FFFFFFFF82546910	00000064	00000020	00000000	R	.	.	.	B	.	.
ifc_simple_create	LOAD	FFFFFFFF82546980	0000019F	00000058	00000000	R	.	.	.	B	.	.
ifc_simple_destroy	LOAD	FFFFFFFF82546B20	00000031	00000018	00000000	R	.	.	.	B	.	.
if_dead	LOAD	FFFFFFFF82546B60	0000004E	00000000	00000000	R	.	.	.	.	.	.
ifdead_output	LOAD	FFFFFFFF82546BB0	00000013	00000008	00000000	R	.	.	.	B	.	.
ifdead_input	LOAD	FFFFFFFF82546BD0	00000008	00000000	00000000	R	.	.	.	.	.	.
ifdead_start	LOAD	FFFFFFFF82546BE0	00000001	00000000	00000000	R	.	.	.	.	.	.
ifdead_ioctl	LOAD	FFFFFFFF82546BF0	00000006	00000000	00000000	R	.	.	.	.	.	.
ifdead_resolvemulti	LOAD	FFFFFFFF82546C00	0000000D	00000000	00000000	R	.	.	.	.	.	.
ifdead_qflush	LOAD	FFFFFFFF82546C10	00000001	00000000	00000000	R	.	.	.	.	.	.
ifdead_transmit	LOAD	FFFFFFFF82546C20	00000013	00000008	00000000	R	.	.	.	B	.	.
ether_output	LOAD	FFFFFFFF82546C40	00000589	00000078	00000000	R	.	.	.	B	.	.
ether_output_frame	LOAD	FFFFFFFF825471D0	0000008D	00000028	00000000	R	.	.	.	B	.	.
ether_ipfw_chk	LOAD	FFFFFFFF82547260	000002BA	000001A8	00000000	R	.	.	.	B	.	.
ether_demux	LOAD	FFFFFFFF82547520	00000176	00000038	00000000	R	.	.	.	B	.	.
ether_sprintf	LOAD	FFFFFFFF825476A0	00000034	00000008	00000000	R	.	.	.	B	.	.
ether_ifattach	LOAD	FFFFFFFF825476E0	0000010A	00000018	00000000	R	.	.	.	B	.	.
ether_input	LOAD	FFFFFFFF825477F0	0000000A			R	.	.	.	.	.	.
ether_resolvemulti	LOAD	FFFFFFFF82547800	00000199	00000028	00000000	R	.	.	.	B	.	.
ether_ifdetach	LOAD	FFFFFFFF825479A0	00000034	00000010	00000000	R	.	.	.	B	.	.
ether_crc32_le	LOAD	FFFFFFFF825479E0	0000003C	00000000	00000000	R	.	.	.	.	.	.
ether_crc32_be	LOAD	FFFFFFFF82547A20	00000196	00000000	00000000	R	.	.	.	.	.	.
ether_ioctl	LOAD	FFFFFFFF82547BC0	000000AA	00000028	00000000	R	.	.	.	B	.	.
ether_vlan_mtap	LOAD	FFFFFFFF82547C70	00000102	00000258	00000000	R	.	.	.	B	.	.
ether_vlanencap	LOAD	FFFFFFFF82547D80	000000DE	00000020	00000000	R	.	.	.	B	.	.
ether_modevent	LOAD	FFFFFFFF82547E60	0000003A	00000008	00000000	R	.	.	.	B	.	.
ether_alloc	LOAD	FFFFFFFF82547EA0	00000029	00000010	00000000	R	.	.	.	B	.	.
ether_free	LOAD	FFFFFFFF82547ED0	0000000C	00000000	00000000	R	.	.	.	.	.	.
ether_init	LOAD	FFFFFFFF82547EE0	0000000C			R	.	.	.	.	.	.
ether_nh_input	LOAD	FFFFFFFF82547EF0	00000394	00000068	00000000	R	.	.	.	B	.	.
lo_clone_create	LOAD	FFFFFFFF82548290	000000D0	00000028	00000000	R	.	.	.	B	.	.
lo_clone_destroy	LOAD	FFFFFFFF82548360	00000024	00000010	00000000	R	.	.	.	B	.	.
looutput	LOAD	FFFFFFFF82548390	0000013A	00000038	00000000	R	.	.	.	B	.	.
if_simloop	LOAD	FFFFFFFF825484D0	00000107	00000038	00000000	R	.	.	.	B	.	.
loioctl	LOAD	FFFFFFFF825485E0	000000E2	00000000	00000000	R	.	.	.	.	.	.
lortrequest	LOAD	FFFFFFFF825486D0	00000013	00000000	00000000	R	.	.	.	.	.	.
loop_modevent	LOAD	FFFFFFFF825486F0	0000002D	00000008	00000000	R	.	.	.	B	.	.
vnet_loif_init	LOAD	FFFFFFFF82548720	0000000C	00000000	00000000	R	.	.	.	.	.	.
lltable_sysctl_dumparp	LOAD	FFFFFFFF82548730	00000076	00000028	00000000	R	.	.	.	B	.	.
llentry_free	LOAD	FFFFFFFF825487B0	000000D3	00000020	00000000	R	.	.	.	B	.	.
llentry_update	LOAD	FFFFFFFF82548890	0000025C	00000048	00000000	R	.	.	.	B	.	.
lltable_free	LOAD	FFFFFFFF82548AF0	0000015B	00000038	00000000	R	.	.	.	B	.	.
lltable_prefix_free	LOAD	FFFFFFFF82548C50	00000083	00000030	00000000	R	.	.	.	B	.	.
lltable_init	LOAD	FFFFFFFF82548CE0	000000E6	00000020	00000000	R	.	.	.	B	.	.
lla_rt_output	LOAD	FFFFFFFF82548DD0	000004C7	00000058	00000000	R	.	.	.	B	.	.
vnet_lltable_init	LOAD	FFFFFFFF825492A0	0000000D	00000000	00000000	R	.	.	.	.	.	.
ifmedia_init	LOAD	FFFFFFFF825492B0	00000022	00000000	00000000	R	.	.	.	.	.	.
ifmedia_removeall	LOAD	FFFFFFFF825492E0	0000004A	00000010	00000000	R	.	.	.	B	.	.
ifmedia_add	LOAD	FFFFFFFF82549330	00000070	00000028	00000000	R	.	.	.	B	.	.
ifmedia_list_add	LOAD	FFFFFFFF825493A0	000000A6	00000048	00000000	R	.	.	.	B	.	.
ifmedia_set	LOAD	FFFFFFFF82549450	0000005A	00000008	00000000	R	.	.	.	B	.	.
ifmedia_ioctl	LOAD	FFFFFFFF825494B0	000001F0	00000030	00000000	R	.	.	.	B	.	.
ifmedia_baudrate	LOAD	FFFFFFFF825496A0	00000037	00000000	00000000	R	.	.	.	.	.	.
sysctl_ifdata	LOAD	FFFFFFFF825496E0	000002ED	00000128	00000000	R	.	.	.	B	.	.
vlan_clone_create_for_driver	LOAD	FFFFFFFF825499D0	000002A0	00000048	00000000	R	.	.	.	B	.	.
vlan_clone_match_ethertag	LOAD	FFFFFFFF82549C80	000000FD	00000030	00000000	R	.	.	.	B	.	.
vlan_init	LOAD	FFFFFFFF82549D80	00000001	00000000	00000000	R	.	.	.	.	.	.
vlan_start	LOAD	FFFFFFFF82549D90	0000020C	00000048	00000000	R	.	.	.	B	.	.
vlan_ioctl	LOAD	FFFFFFFF82549FA0	00000711	00000068	00000000	R	.	.	.	B	.	.
vlan_config	LOAD	FFFFFFFF8254A6C0	0000069E	00000058	00000000	R	.	.	.	B	.	.
vlan_setflags	LOAD	FFFFFFFF8254AD60	000000AD	00000028	00000000	R	.	.	.	B	.	.
vlan_setmulti	LOAD	FFFFFFFF8254AE10	0000012F	00000048	00000000	R	.	.	.	B	.	.
vlan_unconfig_locked	LOAD	FFFFFFFF8254AF40	0000042D	00000048	00000000	R	.	.	.	B	.	.
vlan_growhash	LOAD	FFFFFFFF8254B370	000001C2	00000030	00000000	R	.	.	.	B	.	.
vlan_capabilities	LOAD	FFFFFFFF8254B540	000000C4	00000000	00000000	R	.	.	.	.	.	.
vlan_clone_match	LOAD	FFFFFFFF8254B610	0000006A	00000018	00000000	R	.	.	.	B	.	.
vlan_clone_create	LOAD	FFFFFFFF8254B680	0000037F	00000068	00000000	R	.	.	.	B	.	.
vlan_clone_destroy	LOAD	FFFFFFFF8254BA00	000000C5	00000030	00000000	R	.	.	.	B	.	.
vlan_modevent	LOAD	FFFFFFFF8254BAD0	00000202	00000010	00000000	R	.	.	.	B	.	.
vlan_ifdetach	LOAD	FFFFFFFF8254BCE0	000000E7	00000018	00000000	R	.	.	.	B	.	.
vlan_iflladdr	LOAD	FFFFFFFF8254BDD0	0000017F	00000030	00000000	R	.	.	.	B	.	.
vlan_input	LOAD	FFFFFFFF8254BF50	0000016F	00000030	00000000	R	.	.	.	B	.	.
vlan_link_state	LOAD	FFFFFFFF8254C0C0	000001BF	00000030	00000000	R	.	.	.	B	.	.
vlan_trunk_capabilities	LOAD	FFFFFFFF8254C280	000000EA	00000030	00000000	R	.	.	.	B	.	.
vlan_trunkdev	LOAD	FFFFFFFF8254C370	0000008D	00000018	00000000	R	.	.	.	B	.	.
vlan_cookie	LOAD	FFFFFFFF8254C400	00000014	00000000	00000000	R	.	.	.	.	.	.
vlan_setcookie	LOAD	FFFFFFFF8254C420	00000018	00000000	00000000	R	.	.	.	.	.	.
vlan_tag	LOAD	FFFFFFFF8254C440	0000001B	00000000	00000000	R	.	.	.	.	.	.
vlan_devat	LOAD	FFFFFFFF8254C460	0000007E	00000028	00000000	R	.	.	.	B	.	.
netisr_get_cpucount	LOAD	FFFFFFFF8254C4E0	00000008	00000000	00000000	R	.	.	.	.	.	.
netisr_get_cpuid	LOAD	FFFFFFFF8254C4F0	0000000A	00000000	00000000	R	.	.	.	.	.	.
netisr_default_flow2cpu	LOAD	FFFFFFFF8254C500	00000013	00000000	00000000	R	.	.	.	.	.	.
netisr_register	LOAD	FFFFFFFF8254C520	0000013B	00000028	00000000	R	.	.	.	B	.	.
netisr_clearqdrops	LOAD	FFFFFFFF8254C660	00000068	00000010	00000000	R	.	.	.	B	.	.
netisr_getqdrops	LOAD	FFFFFFFF8254C6D0	000000A3	00000068	00000000	R	.	.	.	B	.	.
netisr_getqlimit	LOAD	FFFFFFFF8254C780	0000006E	00000068	00000000	R	.	.	.	B	.	.
netisr_setqlimit	LOAD	FFFFFFFF8254C7F0	00000084	00000018	00000000	R	.	.	.	B	.	.
netisr_unregister	LOAD	FFFFFFFF8254C880	00000126	00000030	00000000	R	.	.	.	B	.	.
netisr_queue_src	LOAD	FFFFFFFF8254C9B0	00000072	00000028	00000000	R	.	.	.	B	.	.
netisr_select_cpuid	LOAD	FFFFFFFF8254CA30	00000122	00000038	00000000	R	.	.	.	B	.	.
netisr_queue_internal	LOAD	FFFFFFFF8254CB60	000000F4	00000048	00000000	R	.	.	.	B	.	.
netisr_queue	LOAD	FFFFFFFF8254CC60	0000006E	00000028	00000000	R	.	.	.	B	.	.
netisr_dispatch_src	LOAD	FFFFFFFF8254CCD0	000002BD	00000088	00000000	R	.	.	.	B	.	.
netisr_queue_workstream	LOAD	FFFFFFFF8254CF90	00000088	00000010	00000000	R	.	.	.	B	.	.
netisr_dispatch	LOAD	FFFFFFFF8254D020	0000000D	00000000	00000000	R	.	.	.	.	.	.
sysctl_netisr_work	LOAD	FFFFFFFF8254D030	00000219	00000088	00000000	R	.	.	.	B	.	.
sysctl_netisr_workstream	LOAD	FFFFFFFF8254D250	0000017F	00000088	00000000	R	.	.	.	B	.	.
sysctl_netisr_proto	LOAD	FFFFFFFF8254D3D0	0000014A	00000078	00000000	R	.	.	.	B	.	.
netisr_start	LOAD	FFFFFFFF8254D520	0000005C	00000010	00000000	R	.	.	.	B	.	.
netisr_start_swi	LOAD	FFFFFFFF8254D580	00000153	00000058	00000000	R	.	.	.	B	.	.
swi_net	LOAD	FFFFFFFF8254D6E0	00000201	00000068	00000000	R	.	.	.	B	.	.
netisr_init	LOAD	FFFFFFFF8254D8F0	000001CB	00000058	00000000	R	.	.	.	B	.	.
sysctl_netisr_dispatch_policy	LOAD	FFFFFFFF8254DAC0	0000018B	00000048	00000000	R	.	.	.	B	.	.
pfil_run_hooks	LOAD	FFFFFFFF8254DC50	000000D6	00000088	00000000	R	.	.	.	B	.	.
pfil_head_register	LOAD	FFFFFFFF8254DD30	00000130	00000018	00000000	R	.	.	.	B	.	.
pfil_head_unregister	LOAD	FFFFFFFF8254DE60	000000F0	00000020	00000000	R	.	.	.	B	.	.
pfil_head_get	LOAD	FFFFFFFF8254DF50	000000AE	00000028	00000000	R	.	.	.	B	.	.
pfil_add_hook	LOAD	FFFFFFFF8254E000	0000021B	00000048	00000000	R	.	.	.	B	.	.
pfil_remove_hook	LOAD	FFFFFFFF8254E220	00000111	00000038	00000000	R	.	.	.	B	.	.
vnet_pfil_uninit	LOAD	FFFFFFFF8254E340	00000003	00000000	00000000	R	.	.	.	.	.	.
vnet_pfil_init	LOAD	FFFFFFFF8254E350	0000000F	00000000	00000000	R	.	.	.	.	.	.
rn_refines	LOAD	FFFFFFFF8254E360	000000B9	00000008	00000000	R	.	.	.	.	.	.
rn_lookup	LOAD	FFFFFFFF8254E420	00000082	00000020	00000000	R	.	.	.	B	.	.
rn_addmask	LOAD	FFFFFFFF8254E4B0	000002FA	00000058	00000000	R	.	.	.	B	.	.
rn_match	LOAD	FFFFFFFF8254E7B0	000002AC	00000030	00000000	R	.	.	.	.	.	.
rn_insert	LOAD	FFFFFFFF8254EA60	0000017F	00000008	00000000	R	.	.	.	.	.	.
rn_addroute	LOAD	FFFFFFFF8254EBE0	0000042B	00000078	00000000	R	.	.	.	B	.	.
rn_new_radix_mask	LOAD	FFFFFFFF8254F010	000000A6	00000020	00000000	R	.	.	.	B	.	.
rn_delete	LOAD	FFFFFFFF8254F0C0	000003B7	00000030	00000000	R	.	.	.	B	.	.
rn_inithead	LOAD	FFFFFFFF8254F480	0000017A	00000020	00000000	R	.	.	.	B	.	.
rn_walktree	LOAD	FFFFFFFF8254F600	00000090	00000028	00000000	R	.	.	.	B	.	.
rn_walktree_from	LOAD	FFFFFFFF8254F690	00000116	00000048	00000000	R	.	.	.	B	.	.
rn_detachhead	LOAD	FFFFFFFF8254F7B0	0000002B	00000010	00000000	R	.	.	.	B	.	.
rn_init	LOAD	FFFFFFFF8254F7E0	000000CF	00000008	00000000	R	.	.	.	B	.	.
rn_mpath_capable	LOAD	FFFFFFFF8254F8B0	00000004	00000000	00000000	R	.	.	.	.	.	.
rn_mpath_next	LOAD	FFFFFFFF8254F8C0	0000001B	00000000	00000000	R	.	.	.	.	.	.
rn_mpath_count	LOAD	FFFFFFFF8254F8E0	00000037	00000000	00000000	R	.	.	.	.	.	.
rt_mpath_matchgate	LOAD	FFFFFFFF8254F920	00000092	00000018	00000000	R	.	.	.	B	.	.
